status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1252750649500057600,BermudaPremier,"(1/5) We received 222 more #COVID19 test results today. 210 results were negative and 12 were positive. Total confirmed cases in #Bermuda is now 98. Of those, 39 have recovered, 10 persons are hospitalised, 44 are either at home or in quarantine &amp; our deaths remain at 5. -DB https://t.co/PCXyah2l8I",Twitter Web App,,,False,4248,47,,7996,488,True,en
1252750686531526662,steveusdin1,"Two companies developing antibody therapies for #COVID19, @Regeneron and @Vir_Biotech are taking different scientific approaches. 

https://t.co/8SgfLzRwV9

@V2019N https://t.co/B2eup9X1ZD",Twitter Web App,,,False,52,12,,2177,275,False,en
1252750714927005698,robertbenzie,"Updated: Until we are seeing 200 or fewer new cases of #COVID19 a day -- down from 500 daily now -- Ontario will remain closed.
#onpoli 

https://t.co/fL3cvLQXzs",Twitter Web App,,,False,9320,13,,38304,359,True,en
1252750731813232640,airnewsalerts,"Technology Development Board (TDB) approves financial support to MyLab Discovery Solutions, Pune, for ramping up production of #COVID19 diagnostic kits. 

#IndiaFightsCorona #CoronaVirusUpdates https://t.co/nGrjs8mxVd",Twitter Web App,,,False,612,12,,2351264,13,True,en
1252750852646977543,RonaldReagan,"“American lives are at stake…We were determined not to make an already bad situation worse and increase the risks our citizens faced…Let me repeat, the United States objectives are clear: to protect our own citizens.” – Ronald Reagan #WhatWouldReaganSay #COVID19 https://t.co/Gm1HsuW0vO",Hootsuite Inc.,,,False,2041,29,,46985,109,True,en
1252751074319929344,BrandiKruse,"Governor Inslee: ""We are going to have to steel ourselves against this virus for quite some time."" Says day-to-day life will look different for quite some time. 

#Q13FOX #coronavirus",Twitter Web App,,,False,6060,12,,14776,1154,True,en
1252751159057670151,OncLive,".@DrChoueiri, of @DanaFarber, shares how the COVID-19 and Cancer Consortium, a multicenter effort to obtain evidence-based information on patients with cancer who have tested positive for the virus, has now gained international members. #COVID19 https://t.co/vbDXjseJpz",Hootsuite Inc.,,,False,3648,10,,23533,1165,True,en
1252751206239223808,ANCALERTS,"Taguig City Mayor Lino Cayetano: I do not single out any building. Yung rule sa isang building, rule sa lahat. Since end of March, tumitingin na rin ang PNP sa mga buildings. We've been receiving a lot of complaints about the use of common areas of some buildings.  #COVID19 https://t.co/r0rL5ajDcD",TweetDeck,,,False,5448,14,,4921182,774,True,en
1252751241706213378,zunarkartunis,"Kisah murid yang pandai!
More cartoons buy books at https://t.co/WxxavseXBz
#COVID19 https://t.co/8kuo9VWUcq",Twitter Web App,,,False,26,109,,126681,3747,True,en
1252751262090702849,HrhBayero,"#COVID19 pandemic update

Sarkin Kano advocates need for compliance and restriction order

Ran sarki ya dade https://t.co/YiYTUs5SWU",Twitter for iPhone,,,False,377,28,NG,2374,49,False,en
1252751312242049024,SandraSentinel,"Hi-Tech version of the yellow star. If the phone can track the spread of #COVID19 , it can identify the person with the phone. We ain't stupid:

Your phone could track the spread of coronavirus. Here's what you should know. 

https://t.co/wRv8W70D7q 

#MAGA
#Trump",Twitter Web App,,,False,93038,66,,187256,57368,False,en
1252751347255922688,elihbeckman,"I’m not saying that Trump caused the #coronavirus, but here’s the thing: he had months of advance warning, and STILL chose to do nothing about it.

That’s why Americans see Trump as responsible for the 36,000+ innocent lives lost so far—because he’s not even trying!",Twitter for iPhone,,,False,14123,12,,15028,12877,False,en
1252751386288295939,Aluko_Oyebode,"Impact of the #COVIDー19 #Pandemic in the #FinancialServices Sector: Key Lender Considerations. Read more: https://t.co/gQeAcgRZUa. 

#Nigeria #COVID19Nigeria #COVID19 #Lenders #ForceMajeure #LoanAgreements #Derivates #DerivatesContract #WTI #BonnyLight https://t.co/3hVzr1ciLb",Twitter Web App,,,False,376,13,,4291,176,False,en
1252751557088559105,USNorthernCmd,We are proud of the tremendous contributions of the crew of USNS COMFORT in confronting #COVID19 in #NewYork. https://t.co/m865N6ihKf,Twitter Web App,,,False,1356,75,,111605,355,True,en
1252751774307414017,ajplus,"Domestic workers are continuing to put their lives at stake during the #COVID19 pandemic.

Most of them – immigrants and women of color – don't have health insurance, sick leave or paid time off. https://t.co/sBOe7MzDaL",Twitter Media Studio,,,False,2337,29,,1109782,360,True,en
1252751851986006017,ZevShalev,"NARATIV EXCLUSIVE:Chinese researchers who identified a “more aggressive"" strain of #COVID19 say a woman infected with that strain traveled from Wuhan to Chicago in January.@NarativLive https://t.co/lwxSEuTrXe",Twitter for Mac,,,False,7860,17,,27316,4850,False,en
1252751885024456712,CandiceWyatt10,"Premier @DanielAndrewsMP says new modeling by the State Gov shows an “enormous amount of damage has been done to the Victorian economy.. and that is unavoidable.” 270,000 jobs may be lost and unemployment could peak at 11% by Sept @10NewsFirstMelb #coronavirus #Covid_19australia",Twitter for iPhone,,,False,10980,10,AU,10969,1057,True,en
1252751982797950976,MonicaMalta7,"@eugenegu Immigrants like me teach MDs...
Immigrants like me research #COVID19 
Immigrants like me publish on Lancet
Immigrants are fighting on the frontlines
Immigrants work on NIH, CDC, Ivy Leagues all over your country
This is an unbelievable twitter
And ‘No bueno’ makes no sense",Twitter for iPhone,1.2527261334828196e+18,eugenegu,False,21535,10,,4838,5036,False,en
1252752036912861187,iamritu,"Lung #pocus to assess severity of #COVID19 19 pneumonia as an adjunct to oximetry &amp; exam 
🔺thickened/irregular pleural line,&amp;scattered B-lines:mild dx
🔺confluent B-lines w  pulmon consolidation, air bronchograms:severe Dx 
🔺r/o pneumothorax pt on PEEP, pleural effus #ASEchoJC https://t.co/vMQXEJJtx2",Twitter for iPhone,,,False,132004,16,US,13953,2181,False,en
1252752043485224961,multimodalism,"If a toll road can ""inject more than $20 billion... into the NSW economy"" by simply shaving a few minutes off the travel times of a handful of people, how many $billions is #COVID19 injecting into the economy by completely eliminating most travel time?
https://t.co/DTlChFcu2W",Twitter Web App,,,False,2642,13,,907,258,False,en
1252752062489808902,StevenWMosher,"https://t.co/5Es934DJXM

The #CCP has stopped asserting that the #China #coronavirus was created in a U.S. biolab--at to English-speaking audiences.  But they continue to promote this wild conspiracy theory in Arabic and other languages. Anything to spin fault away from #China.",Twitter Web App,,,False,41,19,,2787,5,False,en
1252752078432174082,zaharako,"Dear Trump Supporters, 

If your children aren’t already embarrassed that you support a lying, racist, piece of human garbage like Donald Trump, I promise you... your grandchildren will be utterly humiliated. 

Sincerely, 

The Future 
#MAGA #CoronavirusOutbreak",Twitter for iPhone,,,False,16288,39,,21264,9988,False,en
1252752108140605444,MonicaMalta7,"Immigrants like me teach MDs...
Immigrants like me research #COVID19 
Immigrants like me publish on Lancet
Immigrants are fighting on the frontlines
Immigrants work on NIH, CDC, Ivy Leagues all over your country
This is an unbelievable twitter
And ‘No bueno’ makes no sense https://t.co/hPt8ryr8nT",Twitter for iPhone,,,False,21535,55,,4838,5036,False,en
1252752125001641984,iamritu,"#ASEchoJC Lung #Pocus 
H/T @hatemsoliman progression of #COVID19 lung #Pocus with scattered B lines(mild) then confluent B lines(moderate)then consolidation (severe)  @ASE360 @amerjohri @HeartDocSharon @DrGalenMD https://t.co/DqFpke31Gc",Twitter for iPhone,,,False,132004,43,US,13953,2181,False,en
1252752133159636994,ASteiner,".@UN system #COVID19 response &amp; imp. of int'l coop to prepare, respond &amp; recover-focus of mtg w Member States. W/our Executive Boards @AminaJMohammed @DrTedros @WHO &amp; the 6 Principals f @UNFPA @UNOPS @UNICEF @UN_Women @WFP &amp; @UNDP discussed recovery responses to #BuildBackBetter https://t.co/h8M7alkPNO",Twitter Web App,,,False,1924,10,,50827,509,True,en
1252752250478493697,RESURJ,Please share! @VeciFeministas and @RESURJ are aiming to gain a better understanding of the #criminalization measures taken in countries within the framework of #COVID19. Your responses will contribute to an intersectional feminist analysis. https://t.co/bNF2BDhFC1 https://t.co/MINDWSNYuk,Twitter Web App,,,False,1900,18,,3978,2259,False,en
1252752310553522177,dabiodunMFR,".... I emphasised that our administration will remain steady in providing everything needed to first responders, especially health workers, to defeat the global COVID-19 contagion. #COVID19 #BuildingOurFutureTogether https://t.co/gMx7w9AA6Y",Twitter for iPhone,1.252752294254465e+18,dabiodunMFR,False,939,12,,88940,45,True,en
1252752382355619841,ABSCBNNews,"Sen @risahontiveros insists, China should shoulder the Philippines’ expenses in fighting #COVID19 as well as the destruction of reefs in Scarborough Shoal and Spratly Islands w/c she says, is equivalent to at least P33.1B losses annually. | via @sherieanntorres",Twitter Web Client,,,False,1078,46,,6860260,1073,True,en
1252752388177485827,ABodyToBones,"I've sought to offer discounted reading, even free, to help with #COVID19 relief. I can't be #CaptainTomMoore but as a  veteran I promised $500 of my pension to my local food bank. Please read #Romance or #mystery at https://t.co/oDSyXmvWrj to increase my donation. May God bless. https://t.co/EX7jUc97Qu",Twitter Web App,,,False,161,13,,15380,14799,False,en
1252752451544985600,lawyer4laws,"Why do:
Beto O'Rourke
Madeline Albright
Democrats
Many members of the Press- 
Want to hurt Americans More during #coronavirus by being Outraged over President Trump's Immigration Pause?
Why do they want Americans to compete with Immigrant For Jobs while 22 Million are unemployed?",Twitter Web App,,,False,145120,11,,10283,2068,False,en
1252752501398540291,billboard,Live Nation has been sued over #coronavirus refunds https://t.co/XWb1O8LYKC,SocialFlow,,,False,6402,45,,8628393,3197,True,en
1252752528879398912,freetofindtruth,"#BlazeTV left us out of their coverage of the Olympia, Washington protest BECAUSE what I exposed to them shows Trump's part in the #coronavirus lockdown scandal. Blaze TV is a pro-Trump platform, pushing an agenda, not truth. #Gematria https://t.co/8DUpLtkDRf",Twitter Web App,,,False,24,16,,3742,8,False,en
1252752728859668480,DanRodimer,"#AmericaFirst means ending our reliance on countries like China, especially when it comes to key goods and resources.

If anything, the #CoronavirusPandemic has proven how badly we need to bring our manufacturing home, and I believe Nevada is a perfect place to start. #NV03 https://t.co/gUfJHThLuO",Twitter Web App,,,False,2636,10,,7623,9549,True,en
1252752735511994368,TexasTribune,"Officials in other states have moved to expand voting by mail during the #COVID19 pandemic. 

But TX officials haven't only shunned requests to follow suit, they've gone to court to block lawsuits aimed at making it easier for more Texans to vote by mail. https://t.co/nrM5BGIhTH",Sprout Social,,,False,3148,43,,223718,59720,True,en
1252752737214873601,MayoClinic,"Most people who get sick with #COVID19 should be able to recover at home without the need for hospitalization. Because of that, it's important to know what to do if someone in your household becomes infected. https://t.co/wmRJz6wEAN https://t.co/CronxBB6ar",Sprinklr,,,False,3614,58,,1991347,1793,True,en
1252752742529073155,joniernst,Iowa is already facing a child care crisis - we need to make sure our child care centers and workers are supported through the #Covid19 pandemic. https://t.co/l1FIjdTsw5,Twitter for iPhone,,,False,123,14,US,45779,128,True,en
1252752790243479554,TomthunkitsMind,"BE WARNED:
""I should warn the rest of the world that you guys should take care, don’t neglect this disease”. “No city in the world would have enough specialist equipment to cope” said Dr Jiang who has been fighting the #coronavirus outbreak in China.
 https://t.co/F54D9Xb0ip 04",The Social Jukebox,,,False,22438,15,,70231,66810,False,en
1252752990672314369,RCI_101,"Two days after the horrific terrorist attack in Nova Scotia, @ErinOTooleMP decides to hone in on the PM's socks?

There is also an ongoing #COVID19 Pandemic, and you're aroused by a pair of socks? 

Yes Erin, you're absolute leadership material.

#cdnpoli #NovaScotiaShooting https://t.co/Cor4dOuYYl",Twitter for Android,,,False,15739,10,,1114,1299,False,en
1252753018421837825,DrGJackBrown,"No, Trump — those people protesting against governors' isolation orders are NOT maintaining social distancing. Stop lying.

#Coronavirus #COVID19",Twitter Web App,,,False,78066,80,,72992,11676,False,en
1252753106149847043,ScienceAU,"Have a listen to this terrific piece by @RadioNational on how the #COVID19 pandemic is affecting scientists professionally, personally &amp; emotionally. Featuring #SuperstarOfSTEM @g_wardfear and her fascinating work on cane toad mitigation. https://t.co/njY03RQls8",Twitter Web App,,,False,13275,10,,22165,1875,False,en
1252753126022496257,JohnathanPerk,"The U.S. Supreme Court just announced it’ll live stream upcoming oral arguments. 🤓

When I say #COVID19 will change more than we know, this is what I mean. Advocates have pushed to broadcast #SCOTUS args for yrs but justices always resist. It’ll be hard to argue against it now.",Twitter for iPhone,,,False,11581,15,,4377,4971,False,en
1252753168439574533,SaraMojtehedz,"NEW: Toronto public health will start collecting #COVID19 data on race and occupation in a bid to track health inequities.

@joe_cressy calls it absolutely essential.”

Two other public health units have confirmed to me they will track occupation too.  https://t.co/fhKsKsnDu0",Twitter for iPad,,,False,3290,128,,9776,2125,True,en
1252753213201223680,CollegeBoard,"During today's #APMasterClass, Janet Yellen helped #APMacro students connect what they've been learning to current events.

Watch as she discusses #COVID19's economic impact, what the Federal Reserve is doing to limit damage, and more. https://t.co/6POOrCzqCf https://t.co/w0PKl5bM7J",Sprinklr,,,False,9956,10,,189067,1170,True,en
1252753229856804869,BusyDrT,Of course he realizes the relationship between #COVIDー19  &amp; the #FluShot —- it’s a great way to make sure #COVID19 round 2 gets off to a blazing head start💥 #FireFauci #EndtheFed #covidhoax #plandemic https://t.co/TTjpaVdtFd,Twitter for iPhone,,,False,3827,84,,24747,95,False,en
1252753229298970625,Eric_Schmitt,I”ll be on with @TuckerCarlson tonight around 7:45 central to talk about our lawsuit against the Chinese government for their role in unleashing the #COVID19 pandemic on the world - causing death and untold economic disruption here in Missouri.,Twitter for iPhone,,,False,6155,12,,9758,2450,True,en
1252753252170383362,Ayan604,"#COVID19 In Kitsilano, at least 165 jobs lost in a single block of West 4th https://t.co/LmwJdsZrAd ...some really interesting micro geographic mapping and analysis as told by @nathangriffiths #vanpoli #vanre",Twitter Web App,,,False,22634,19,,6279,3194,False,en
1252753297049636866,rob0349,"i guess this is why Trump and his propaganda network #FauxNews Fox hasn't mentioned #hydroxychloroquine for a while 

#TrumpLiesPeopleDie #FactsMatter #VoteBlueToSaveAmerica #OneVoice1 #Resist #coronavirus https://t.co/Rvm3xpgFNm",TweetDeck,,,False,608,13,,6360,6233,False,en
1252753358336581632,JennyMikakos,"There are 1,336 #COVID19 cases in Victoria (2 added, 2 removed as interstate). 135 cases may indicate community transmission. 29 people are in hospital, inc 12 in ICU. 1,243 people have recovered &amp; &gt; 90K Victorians have been tested. Our message is clear: Stay. At. Home. #springst",Twitter for iPhone,,,False,10144,86,,14933,972,True,en
1252753700885606401,halltoons,I get nervous when he’s not around. Thanks for sharing. #whereisfauci #fauci #cdc #AnthonyFauci #coronavirus #COVID19 @MaggieJordanACN @AprilDRyan @laloalcaraz @co_rapunzel4 @CartooningPeace @Tim_Matheson @JuddApatow @MJMcKean @BetteMidler @Tatum_Oneal https://t.co/yUJ84iYL0j,Twitter for iPad,,,False,2721,29,,8265,539,True,en
1252753732992983041,JMRothberg,AT-Home #COVID19 test update: Two patient samples from @Yale (left  negative and right positive) with picture the user took on top and our automated #iPhone App band-calling algorithm on bottom. #Coronavirus testing for #Virus genetic signiture - not your later antibody response! https://t.co/UGzMg68iPg,Twitter for iPhone,,,False,4744,23,,6574,205,False,en
1252753748092321792,VOCALNewYork,"Q1: First, let’s discuss the #HomelessCantStayHome demand for 30K hotel rooms for homeless New Yorkers. @LyndenBond, where did the 30K figure come from? And @AndrewMakeTweet, can you tell us about the health risks faced by homeless NY-ers during #COVID19? #ListenToTheFrontline",Twitter Web App,,,False,3197,10,,17441,1067,False,en
1252753802521915398,ClownsLeft,"@SteveKl00655958 @RealJamesWoods #BlameDeBlasio
Mayor of NYC—the Epicenter of #COVID19 deaths

CORRECTION: March 10th

https://t.co/59m3cAfZvy",Twitter Web App,1.2527439698067128e+18,ClownsLeft,False,54194,45,,923,840,False,en
1252753809136324612,TheRealBaneGirl,"@thejtlewis My fucking kids work on the front lines for 15 bucks an hour, you human stain. Not everyone signed up for this. As for medical workers &amp; first responders, they expect to do their work with the right tools for the job. Under this president, no one is safe anymore. #COVID19",Twitter for Android,1.2526992860825969e+18,thejtlewis,False,133767,14,,8677,9276,False,en
1252753834687913990,CAgovernor,"2 weeks ago, CA announced that Sleep Train Amphitheater would be converted into an alternate care site to treat #COVID19 patients &amp; relieve pressure on hospitals.

This week, the former arena is operational &amp; staffed with health care workers who are ready to meet this moment. https://t.co/j2hwsXRQj0",Twitter Web App,,,False,572,89,,189938,226,True,en
1252754031057014785,StarAdvertiser,Two visitors arrested in Waikiki for violating #coronavirus self-quarantine: https://t.co/KbwoHewmFj #waikiki #covid19 #hinews https://t.co/0g8fxGrfAO,Social Media Publisher App ,,,False,89,10,,79140,96,True,en
1252754040661905408,JaimeGrossman,"#VirginiaResponds is a dumb hashtag! These folks are complaining about abandoning #StayHomeStaySafe in order to focus on the economy. However, Virginia's economy is driven by the counties who want to #StayHome !

It's OUR money supporting your ignorance!",Twitter Web App,,,False,3221,37,,1818,1614,False,en
1252754164536369154,BeachMilk,"Fortunately their is a handy TRANSLATION GUIDE to explain how the socialist-left are approaching the Chinese #Coronavirus pandemic. 

Very useful! https://t.co/S9UAly7QfF",Twitter for iPad,,,False,23457,23,,15523,3766,False,en
1252754283264540672,CGTNOfficial,"U.S. CDC @CDCgov director warns second wave of #COVID19 likely ""more devastating""

more: https://t.co/9Df4wtHzFw https://t.co/HNrNpEqHKT",Twitter Web App,,,False,68,18,,14014641,65,True,en
1252754370296414208,waltb31,Inept incompetent ignorant criminal imbecile @realDonaldTrump is the leading cause of death in the United States 🇺🇸 #COVID19 #TrumpVirus #TrumpPandemic #GOPDeathPanels #GOPDeathCult https://t.co/iYKAtQ2nx5,Twitter for iPhone,,,False,119587,222,,14124,12000,False,en
1252754508314103808,PeterWMurphy1,"Ignorant, uneducated US President #DonaldTrump has actively encouraged ignorant, uneducated Americans to believe THEY know better than scientists and medical experts on #coronavirus. Some believe it's a hoax. Others believe their God will protect them. #COVID19usa #USpolitics",Twitter Web App,,,False,34518,13,,5495,3665,False,en
1252754602618834944,ReformGambling,"Thanks to ⁦@7NewsAustralia⁩ for covering this #gambling milestone.
More than $1 BILLION has been saved from going into #pokies in pubs&amp;clubs in less than a month of the #COVID19 shutdown. 👏
That figure jumps to $1.5B when casinos are counted. 😳 https://t.co/44Q7spC4E0",Twitter for iPhone,,,False,3352,16,,1695,997,False,en
